id,category,ja_name,en_name,render,price,default_unlocked,tags,concept,art_prompt
voxelautumn,fantasy,ボクセルこうよう,Voxel Autumn,image,200,false,fantasy;voxel;autumn;nature;game;tone:voxel,ボクセルの紅葉。赤橙の木は脇、中央の草ブロック広場は空ける,"Voxel art landscape, Minecraft-like blocky cubes, a cozy autumn cube forest with orange and red blocky trees, falling leaf cubes and a small blocky pond on the sides, soft sky with cube clouds, a flat open grass-block clearing in the lower center kept completely empty (do NOT draw any person, character or figure), warm autumn colors, no text or logos, 4:3 landscape"
ghosthouse,fantasy,おばけやしき,Ghost House,image,200,false,fantasy;halloween;ghost;night;tone:cute-flat,遊び心のあるかわいいおばけ屋敷。屋敷とおばけは脇/奥、中央の前庭は空ける,"Soft flat children's illustration of a playful friendly cartoon haunted house at dusk, a wobbly crooked little mansion with glowing warm windows and a smiling jack-o'-lantern toward the background, round friendly smiling ghosts and a few cute bats floating on the left and right, spooky-but-cute bare trees, a low crooked fence and pumpkins near the edges, a big full moon and purple-to-orange twilight sky, a flat EMPTY open ground area in the foreground center kept empty and mid-bright (do NOT draw any person or character), cheerful not scary, soft rounded shapes, pastel purple and warm orange colors, no text or logos, 4:3 landscape"
beetleforest,nature,カブトムシのもり,Beetle Forest,image,180,false,nature;insect;summer;tone:cute-flat,夏の雑木林。カブトムシ・クワガタは脇の木に、中央の地面は空ける,"Soft flat children's illustration of a sunny summer woodland, cute cartoon rhinoceros beetle and stag beetle clinging to an oak tree trunk on the left, dripping tree sap, green leaves and a few acorns on the sides, dappled sunlight, a flat EMPTY open mossy ground area in the foreground center kept completely empty (do NOT draw any person, character or figure), bright cheerful greens, soft rounded shapes, no text or logos, 4:3 landscape"
butterflygarden,nature,ちょうのにわ,Butterfly Garden,image,180,false,nature;insect;flower;spring;tone:cute-flat,花畑にちょうちょ。花とちょうは脇、中央の小道は空ける,"Soft flat children's illustration of a bright flower garden, many colorful cartoon butterflies fluttering above blooming flowers on the left and right edges, gentle sunlight and a soft blue sky, a flat EMPTY open grassy path in the foreground center kept completely empty (do NOT draw any person, character or figure), cheerful pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
fireflynight,nature,ほたるのよる,Firefly Night,image,200,false,nature;insect;summer;night;tone:cute-flat,ほたるの夜。光るほたるは脇、川と土手、中央は空けて暗すぎない,"Soft flat children's illustration of a gentle summer evening by a river, glowing yellow-green fireflies floating among reeds and grass on the left and right banks, a calm stream reflecting soft light, deep blue twilight sky with a few stars, a flat EMPTY open grassy bank in the foreground center kept empty and mid-bright, not dark (do NOT draw any person, character or figure), calm soothing colors, soft rounded shapes, no text or logos, 4:3 landscape"
dragonflypond,nature,とんぼのいけ,Dragonfly Pond,image,180,false,nature;insect;autumn;water;tone:cute-flat,とんぼの飛ぶ池。とんぼと水草は脇、中央の水辺は空ける,"Soft flat children's illustration of a calm late-summer pond, cute red dragonflies hovering over cattails and lily pads on the sides, a clear blue pond with gentle ripples, soft reeds and a few flowers at the edges, a flat EMPTY open grassy bank in the foreground center kept completely empty (do NOT draw any person, character or figure), bright fresh colors, soft rounded shapes, no text or logos, 4:3 landscape"
rainyhydrangea,season,あめとあじさい,Rainy Hydrangea,image,180,false,season;japan;rain;insect;tone:cute-flat,梅雨。あじさい・かたつむり・かえるは脇、中央の小道は空ける,"Soft flat children's illustration of a gentle rainy-season scene, blooming blue and pink hydrangea bushes with a cute snail and a little frog on the left and right, soft falling raindrops and a colorful umbrella propped at the edge, a calm grey-blue sky, a flat EMPTY open wet stone path in the foreground center kept completely empty (do NOT draw any person, character or figure), soothing pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
tsukimi,season,おつきみ,Moon Viewing,image,200,false,season;japan;autumn;night;tone:cute-flat,お月見の夜。すすき・お団子・うさぎは脇、大きな月、中央は空ける,"Soft flat children's illustration of an autumn moon-viewing night, a big bright full moon high in the sky, pampas grass (susuki) swaying and a small tray of round dango with a cute rabbit on the right edge, gentle hills in the background, a flat EMPTY open ground area in the foreground center kept empty and mid-bright, not dark (do NOT draw any person, character or figure besides the small side rabbit), warm indigo and cream pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
setsubun,season,せつぶん,Setsubun,image,180,false,season;japan;event;indoor;tone:cute-flat,節分の豆まき。豆・福枡・かわいい鬼の面は脇、中央の床は空ける,"Soft flat children's illustration of a cheerful Setsubun bean-throwing scene in a cozy room, a small wooden masu box of soybeans, scattered beans and a friendly cute (not scary) red oni demon mask on the side shelves, paper screens, warm tatami floor, a flat EMPTY open floor area in the lower center kept completely empty (do NOT draw any person or character), warm friendly colors, soft rounded shapes, no text or logos, 4:3 landscape"
newyear,season,おしょうがつ,New Year,image,200,false,season;japan;event;tone:cute-flat,お正月。凧・鏡もち・しめ飾り・初日の出は脇と空、中央は空ける,"Soft flat children's illustration of a bright Japanese New Year morning, colorful kites flying in the sky, kagami-mochi rice cakes and a pine-and-plum kadomatsu decoration on the side edges, a soft sunrise (hatsuhinode) over distant gentle hills, a flat EMPTY open snowy ground area in the foreground center kept empty and mid-bright (do NOT draw any person or character), cheerful red gold and cream pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
easter,season,イースター,Easter,image,180,false,season;event;spring;tone:cute-flat,イースター。色玉・うさぎ・チューリップは脇、中央の草地は空ける,"Soft flat children's illustration of a cheerful spring Easter meadow, colorfully painted decorated eggs in baskets and a cute bunny among tulips on the left and right, a soft blue sky with a few clouds, fresh green grass, a flat EMPTY open grassy area in the foreground center kept completely empty (do NOT draw any person or character besides the small side bunny), bright pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
fairyforest,fantasy,ようせいのもり,Fairy Forest,image,220,false,fantasy;forest;magic;tone:cute-flat,妖精の森。光るキノコ・小さな妖精は脇、中央の苔の広場は空ける,"Soft flat children's illustration of an enchanted fairy forest, softly glowing mushrooms, sparkles and tiny cute fairies among ferns and twisting trees on the left and right, gentle beams of light and floating lights, a flat EMPTY open mossy clearing in the foreground center kept completely empty (do NOT draw any person or character in the center), dreamy green teal and warm glow pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
crystalcave,fantasy,クリスタルのどうくつ,Crystal Cave,image,220,false,fantasy;cave;magic;tone:cute-flat,光る宝石の洞窟。大きなクリスタルは脇、中央の床は空けて明るめ,"Soft flat children's illustration of a magical crystal cave, big glowing pink purple and blue gem crystals growing from the walls and ceiling on the left and right, gentle sparkles and a small underground pool, soft glowing light, a flat EMPTY open rock floor area in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character), dreamy luminous pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
piratecove,fantasy,かいぞくのいりえ,Pirate Cove,image,200,false,fantasy;pirate;sea;tone:cute-flat,かいぞくの入り江。かわいい海賊船・宝箱は脇、中央の砂浜は空ける,"Soft flat children's illustration of a cheerful pirate cove, a cute friendly cartoon pirate ship anchored to the left, an open treasure chest with gold and a palm tree and rocks on the right, a calm turquoise bay and blue sky, a flat EMPTY open sandy beach area in the foreground center kept completely empty (do NOT draw any person or character), bright adventurous colors, soft rounded shapes, no text or logos, 4:3 landscape"
treehouse,fantasy,ツリーハウス,Treehouse,image,200,false,fantasy;nature;adventure;tone:cute-flat,森のツリーハウス。木の家・はしご・つり橋は脇、中央の地面は空ける,"Soft flat children's illustration of a cozy forest treehouse village, cute wooden houses built in big trees with rope ladders and a little hanging bridge on the left and right, lanterns and leafy branches, gentle sunlight, a flat EMPTY open grassy clearing in the foreground center kept completely empty (do NOT draw any person or character), warm cheerful greens and browns, soft rounded shapes, no text or logos, 4:3 landscape"
hotairballoons,fantasy,ききゅうのそら,Hot Air Balloons,image,200,false,fantasy;sky;festival;tone:cute-flat,気球がいっぱいの空。気球は上と脇、中央の草の丘は空ける,"Soft flat children's illustration of a bright hot-air balloon festival, many colorful balloons of different shapes floating across the upper sky and toward the side edges, soft fluffy clouds and a rainbow, gentle green hills below, a flat EMPTY open grassy hilltop in the foreground center kept completely empty (do NOT draw any person or character), cheerful pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
bamboo,nature,たけやぶ,Bamboo Grove,image,180,false,nature;japan;forest;tone:cute-flat,竹やぶの小道。竹は両脇、こもれび、中央の小道は空ける,"Soft flat children's illustration of a peaceful green bamboo grove, tall bamboo stalks framing the left and right, soft dappled sunlight (komorebi) filtering through leaves, a small stone lantern and ferns at the edges, a flat EMPTY open earthen path in the foreground center kept completely empty (do NOT draw any person or character), fresh calming greens, soft rounded shapes, no text or logos, 4:3 landscape"
ricefield,nature,いなかのたんぼ,Countryside Rice Field,image,180,false,nature;japan;summer;tone:cute-flat,いなかの田んぼ。たんぼ・かかし・遠くの山は脇と奥、中央のあぜ道は空ける,"Soft flat children's illustration of a sunny Japanese countryside, bright green rice paddies stretching to gentle distant mountains, a cute scarecrow and a small farmhouse and power poles toward the side edges, a clear summer sky with puffy clouds, a flat EMPTY open dirt path between paddies in the foreground center kept completely empty (do NOT draw any person or character), cheerful fresh greens and blue, soft rounded shapes, no text or logos, 4:3 landscape"
icepalace,fantasy,こおりのきゅうでん,Ice Palace,image,240,false,fantasy;winter;castle;magic;tone:cute-flat,氷の魔法の宮殿。氷の塔は脇、雪と光、中央の氷の床は空けて明るめ,"Soft flat children's illustration of a magical sparkling ice palace, glittering blue and white crystalline ice towers and arches on the left and right, gently falling snowflakes, soft aurora and stars in the sky, a flat EMPTY open polished ice floor in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character), dreamy icy blue and white pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
desertpalace,fantasy,まほうのさばく,Desert Palace,image,240,false,fantasy;desert;night;magic;tone:cute-flat,魔法のランプ風・月夜の砂漠と金のドーム宮殿。宮殿は脇、中央の砂地は空ける,"Soft flat children's illustration of a magical Arabian-night desert, a golden domed palace with onion-shaped domes and minarets on the right, soft sand dunes and palms on the left, a big crescent moon and twinkling stars and a glowing magic-lamp light, a flat EMPTY open sand area in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character), warm purple gold and indigo pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
seakingdom,fantasy,うみのおうこく,Sea Kingdom,image,240,false,fantasy;sea;underwater;magic;tone:cute-flat,人魚姫風・海の底の真珠と貝の宮殿。宮殿とサンゴは脇、中央の砂底は空ける,"Soft flat children's illustration of a magical underwater sea kingdom, a pearly shell-and-coral palace with seashell spires glowing softly on the sides, gentle sun rays from above, friendly small fish and bubbles and treasure at the edges, a flat EMPTY open sandy seabed in the foreground center kept empty and mid-bright (do NOT draw any person, mermaid or character), dreamy teal aqua and pearl pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
lionrock,nature,サンライズのいわ,Sunrise Rock,image,240,false,nature;savanna;animal;tone:cute-flat,ライオンキング風・朝焼けのサバンナと大きな岩山。岩は奥/右、中央の草地は空ける,"Soft flat children's illustration of an African savanna at sunrise, a big dramatic rock promontory cliff rising on the right against a glowing orange and pink dawn sky, distant acacia trees and gentle silhouettes of giraffes far on the sides, warm grasslands, a flat EMPTY open grass area in the foreground center kept empty and mid-bright (do NOT draw any person or character), warm golden savanna colors, soft rounded shapes, no text or logos, 4:3 landscape"
toyroom,fantasy,おもちゃのへや,Toy Room,image,200,false,fantasy;indoor;toy;tone:cute-flat,おもちゃが動く部屋風。おもちゃ箱・積み木は脇、中央の床は空ける,"Soft flat children's illustration of a cheerful kid's bedroom where toys come alive, a toy box, building blocks, toy cars, a rocket and stuffed animals lined up on the shelves and sides, a big window with warm light, a colorful rug, a flat EMPTY open floor area in the foreground center kept completely empty (do NOT draw any person or character), bright playful colors, soft rounded shapes, no text or logos, 4:3 landscape"
tropicalisland,nature,みなみのしま,Tropical Island,image,220,false,nature;island;sea;tropical;tone:cute-flat,南の島の冒険風。火山・花飾り・カヌーは脇、中央の砂浜は空ける,"Soft flat children's illustration of a lush tropical island, a green volcano and palm trees draped with tropical flowers on the sides, an outrigger canoe pulled up on the left, turquoise lagoon and gentle waves and a clear sky, a flat EMPTY open sandy beach in the foreground center kept completely empty (do NOT draw any person or character), vivid tropical colors, soft rounded shapes, no text or logos, 4:3 landscape"
ballroom,fantasy,まほうのぶとうかい,Magic Ballroom,image,240,false,fantasy;indoor;castle;tone:cute-flat,お城の舞踏会風。シャンデリア・大階段は脇、中央のダンスフロアは空ける,"Soft flat children's illustration of a grand castle ballroom interior, sparkling golden chandeliers, tall arched windows and a sweeping staircase on the left and right, soft warm light and floating sparkles, a polished marble floor, a flat EMPTY open dance floor in the foreground center kept completely empty (do NOT draw any person or character), warm gold cream and soft blue pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
junglevines,nature,みどりのジャングル,Green Jungle,image,220,false,nature;jungle;adventure;tone:cute-flat,ジャングルの冒険風。つる・遺跡・滝は脇、中央のひらけた地面は空ける,"Soft flat children's illustration of a lush green jungle, big leafy trees with hanging vines, a small mossy ancient stone ruin and a gentle waterfall on the left and right, exotic flowers and soft sunbeams, a flat EMPTY open clearing in the foreground center kept completely empty (do NOT draw any person, character or animal in the center), vivid lush greens, soft rounded shapes, no text or logos, 4:3 landscape"
lanternnight,fantasy,そらとぶランタン,Lantern Night,image,240,false,fantasy;night;festival;magic;tone:cute-flat,空に飛ぶランタン風。無数のランタンは空と脇、湖、中央の水辺は空けて明るめ,"Soft flat children's illustration of a magical night sky filled with hundreds of glowing floating paper lanterns rising over a calm lake, warm golden lights reflecting on the water, gentle hills on the sides, a soft starry sky, a flat EMPTY open lakeside ground in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character), warm gold and soft indigo pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
library,fantasy,まほうのとしょかん,Magic Library,image,220,false,fantasy;indoor;book;tone:cute-flat,魔法の図書館風。高い本棚・はしご・大きな窓は脇、中央の床は空ける,"Soft flat children's illustration of a cozy magical library, towering wooden bookshelves full of colorful books with a rolling ladder on the left and right, tall arched windows with warm sunlight, floating sparkles and a globe, a flat EMPTY open floor area in the foreground center kept completely empty (do NOT draw any person or character), warm wood brown gold and cream colors, soft rounded shapes, no text or logos, 4:3 landscape"
fairytalevillage,fantasy,おとぎのむら,Fairytale Village,image,220,false,fantasy;village;town;tone:cute-flat,おとぎ話のヨーロッパの村風。木組みの家・井戸は脇、中央の石畳は空ける,"Soft flat children's illustration of a charming old European fairytale village, cozy crooked half-timbered cottages with flower boxes, a stone well and a fountain on the left and right, rolling green hills and a distant castle, a clear sky, a flat EMPTY open cobblestone square in the foreground center kept completely empty (do NOT draw any person or character), warm storybook pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
skyship,fantasy,そらとぶふね,Flying Ship,image,240,false,fantasy;sky;adventure;night;tone:cute-flat,空飛ぶ帆船の冒険風。帆船は脇、雲と星、中央の雲の足場は空けて明るめ,"Soft flat children's illustration of a magical flying sailing ship adventure, a wooden tall-ship with billowing sails drifting among fluffy clouds on the right, a big moon and twinkling stars and a distant town far below, soft clouds on the sides, a flat EMPTY open fluffy cloud platform in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character), dreamy indigo gold and soft blue colors, soft rounded shapes, no text or logos, 4:3 landscape"
wonderland,fantasy,ふしぎのにわ,Wonderland Garden,image,220,false,fantasy;garden;surreal;tone:cute-flat,ふしぎの国風・へんてこな庭。巨大ティーカップ・大きなキノコ・トランプの生垣は脇、中央の小道は空ける,"Soft flat children's illustration of a whimsical wonderland garden, oversized teacups and a teapot, giant colorful mushrooms, curvy topiary hedges and playing-card-shaped bushes and pocket-watch flowers on the left and right, a winding checkered path and a soft pastel sky, a flat EMPTY open grassy area in the foreground center kept completely empty (do NOT draw any person or character), playful pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
flowertower,fantasy,はなのとう,Flower Tower,image,220,false,fantasy;tower;nature;magic;tone:cute-flat,長い髪のお姫様の塔風・花に包まれた塔。塔とつる花は脇、中央の草地は空ける,"Soft flat children's illustration of a tall slender stone tower covered in climbing flowers and ivy standing among a green meadow, the tower set to the left with a small arched window, blooming wildflowers and butterflies and gentle hills on the sides, a soft sunny sky, a flat EMPTY open grassy area in the foreground center kept completely empty (do NOT draw any person or character), bright cheerful pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
buildsite,vehicle,こうじげんば,Construction Site,image,200,false,vehicle;work;machine;tone:cute-flat,工事現場で重機が大活躍。ショベルカー・クレーン・ダンプは脇でダイナミックに動く、中央の地面は空ける,"Soft flat children's illustration of a busy construction site, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a yellow excavator swinging its arm and a tall crane lifting a beam and a dump truck tilting up on the left and right, flying dust and motion lines, a clear bright sky, a flat EMPTY open dirt ground area in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright cheerful colors, soft rounded shapes, no text or logos, 4:3 landscape"
rocketlaunch,vehicle,ロケットはっしゃ,Rocket Launch,image,240,false,vehicle;space;cinematic;tone:semi-real-cinematic,ロケットが轟音で発射。噴煙と炎が脇に立ち上る劇的な瞬間、中央の発射台手前は空けて明るめ,"Cinematic semi-realistic illustration of a dramatic rocket launch at dawn, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a tall rocket blasting off to the upper right trailing brilliant fire and billowing smoke clouds, glowing exhaust and sparks sweeping diagonally, distant launch towers on the sides, a dramatic colorful sky, a flat EMPTY open launch-pad ground in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character there), rich dynamic lighting, no text or logos, 4:3 landscape"
bullettrain,vehicle,しんかんせん,Bullet Train,image,220,false,vehicle;train;speed;cinematic;tone:semi-real-cinematic,新幹線が猛スピードで通過。流れる風景とモーションブラー、中央の手前ホーム/地面は空ける,"Cinematic semi-realistic illustration of a sleek high-speed bullet train rushing past at great speed, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, the train streaking diagonally across the right with motion blur and speed streaks, distant Mt-Fuji-like mountain and blurred scenery whooshing by, a bright sky, a flat EMPTY open platform ground in the foreground center kept empty and mid-bright (do NOT draw any person or character there), dynamic lighting, no text or logos, 4:3 landscape"
fireengine,vehicle,しょうぼうたい,Fire Engine,image,200,false,vehicle;rescue;work;tone:cute-flat,消防車が出動。赤い消防車・はしご車が脇で水を噴き出す、中央の道路は空ける,"Soft flat children's illustration of cheerful fire engines rushing to the rescue, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a red fire truck and a ladder truck speeding in from the left and right with spinning lights and arcing water spray and motion lines, a town street and bright sky, a flat EMPTY open road area in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright friendly colors, soft rounded shapes, no text or logos, 4:3 landscape"
portcranes,vehicle,みなとのクレーン,Port Cranes,image,200,false,vehicle;sea;work;tone:cute-flat,港で大きなクレーンがコンテナを吊り上げる。船・クレーンは脇、中央の岸壁は空ける,"Soft flat children's illustration of a busy cargo port, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, towering gantry cranes swinging and lifting colorful stacked containers and a big container ship on the left and right, seagulls and drifting clouds, sparkling blue water, a flat EMPTY open quay ground in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright cheerful colors, soft rounded shapes, no text or logos, 4:3 landscape"
wildsavanna,nature,サバンナ,Wild Savanna,image,240,false,nature;animal;savanna;cinematic;tone:semi-real-cinematic,サバンナを動物の群れが駆ける。土ぼこりと夕日が劇的、中央の草地は空ける,"Cinematic semi-realistic illustration of a vast African savanna at golden hour, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a herd of elephants, giraffes and gazelles galloping across the sides kicking up sweeping clouds of dust, dramatic low sun and long shadows, acacia trees in silhouette, a flat EMPTY open grassland area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), warm dynamic golden lighting, no text or logos, 4:3 landscape"
polarnight,nature,きょくほくのうみ,Arctic Night,image,220,false,nature;animal;winter;night;tone:cute-flat,極北の氷の海。オーロラがうねり、シロクマやペンギンが脇に、中央の氷原は空けて明るめ,"Soft flat children's illustration of a magical arctic seascape at night, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, vivid green and purple aurora swirling dynamically across the sky, a cute polar bear on a cracking ice floe and penguins sliding on the left and right, drifting icebergs and snow flurries, a flat EMPTY open snowy ice area in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character there), dreamy icy colors, soft rounded shapes, no text or logos, 4:3 landscape"
rainforest,nature,ねったいうりん,Rainforest,image,220,false,nature;animal;jungle;tone:cute-flat,にぎやかな熱帯雨林。オウムが飛び立ち滝が流れ落ちる、つる・木は脇、中央の地面は空ける,"Soft flat children's illustration of a lush vibrant rainforest, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, colorful parrots and toucans bursting into flight and a monkey swinging on vines and a tall waterfall cascading on the left and right, big dripping leaves and sunbeams, a flat EMPTY open mossy ground area in the foreground center kept completely empty and calm (do NOT draw any person or character there), vivid lush greens and bright tropical colors, soft rounded shapes, no text or logos, 4:3 landscape"
flamingolake,nature,フラミンゴのみずうみ,Flamingo Lake,image,200,false,nature;animal;water;tone:cute-flat,フラミンゴの群れが一斉に飛び立つ湖。群れは脇と空、中央の水辺は空ける,"Soft flat children's illustration of a pink flamingo lake at sunset, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a big flock of flamingos taking off in a sweeping diagonal sweep across the sky and wading along the left and right shores, rippling water reflections and reeds, a soft glowing sky, a flat EMPTY open lakeside area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), warm pink and teal pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
dinoplains,nature,きょうりゅうのへいげん,Dinosaur Plains,image,240,false,nature;dinosaur;adventure;tone:cute-flat,恐竜がのし歩く草原。首長竜や三角竜は脇、翼竜が空を舞う、中央のひらけた地面は空ける,"Soft flat children's illustration of a prehistoric plain full of friendly dinosaurs, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a long-necked brachiosaurus stretching up and a triceratops striding and pterosaurs wheeling across the sky on the left and right, ferns, volcanoes far in the back, a flat EMPTY open grassy ground area in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright cheerful colors, soft rounded shapes, no text or logos, 4:3 landscape"
volcanoera,nature,かざんじだい,Volcano Era,image,240,false,nature;dinosaur;volcano;cinematic;tone:semi-real-cinematic,火山が噴火する太古の世界。溶岩と噴煙、翼竜のシルエット、中央の地面は空けて明るめ,"Cinematic semi-realistic illustration of a dramatic prehistoric volcanic landscape, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, an erupting volcano spewing glowing lava and billowing ash clouds on the right, pterosaur silhouettes wheeling against a fiery orange sky, distant dinosaur silhouettes and steaming rivers of lava on the sides, a flat EMPTY open rocky ground area in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character there), dramatic dynamic fiery lighting, no text or logos, 4:3 landscape"
ancientsea,nature,おおむかしのうみ,Ancient Sea,image,220,false,nature;dinosaur;sea;underwater;tone:cute-flat,大昔の海の中。首長竜やアンモナイトが脇で泳ぐ、光の筋、中央の砂底は空ける,"Soft flat children's illustration of a prehistoric underwater sea, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a long-necked plesiosaur gliding and swirling schools of ammonites and a friendly cartoon sea reptile darting on the left and right, dynamic rays of sunlight and rising bubbles, ancient corals at the edges, a flat EMPTY open sandy seabed in the foreground center kept empty and mid-bright (do NOT draw any person or character there), dreamy teal and aqua colors, soft rounded shapes, no text or logos, 4:3 landscape"
iceagemammoth,nature,ひょうがき,Ice Age,image,220,false,nature;animal;winter;ancient;tone:cute-flat,氷河期の雪原。マンモスやサーベルタイガーが脇を歩く、舞う雪、中央の雪原は空ける,"Soft flat children's illustration of an ice age snowy tundra, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, woolly mammoths marching with swinging trunks and a saber-tooth cat leaping and birds scattering on the left and right, blowing snow and motion lines, jagged glaciers and a pale sky, a flat EMPTY open snowfield area in the foreground center kept completely empty and calm (do NOT draw any person or character there), cool blue and white pastel colors, soft rounded shapes, no text or logos, 4:3 landscape"
pteranodonsky,nature,そらとぶよくりゅう,Flying Reptiles,image,240,false,nature;dinosaur;sky;cinematic;tone:semi-real-cinematic,翼竜が舞う劇的な空。崖の上、雲をつらぬく群れ、中央の岩棚は空けて明るめ,"Cinematic semi-realistic illustration of a dramatic prehistoric sky, dynamic energetic composition with bold diagonal lines, dramatic sweeping perspective and a strong sense of motion and action happening on the sides and in the sky, dramatic dynamic lighting, a flock of pteranodons soaring and diving in a sweeping diagonal across towering cloud canyons and sea cliffs on the sides, dramatic sunbeams breaking through clouds, a vast ocean far below, a flat EMPTY open rocky cliff ledge in the foreground center kept empty and mid-bright (do NOT draw any person or character there), dynamic cinematic lighting, no text or logos, 4:3 landscape"
voxelreef,fantasy,ボクセルのサンゴしょう,Voxel Reef,image,220,false,fantasy;voxel;sea;underwater;tone:voxel,ボクセルのサンゴ礁。キューブの魚の群れが脇を泳ぐ、光の柱、中央の砂底ブロックは空ける,"Voxel art, blocky cubes, Minecraft-like underwater coral reef, EYE-LEVEL viewpoint, dynamic energetic composition with schools of blocky cube fish streaming diagonally and swaying cube seaweed and bright cube coral towers on the left and right, cube light shafts and rising cube bubbles, a flat EMPTY open flat sand-block plaza in the foreground center kept empty and mid-bright (do NOT draw any person or character there), bright vivid blocky colors, no text or logos, 4:3 landscape"
voxelpirate,fantasy,ボクセルのかいぞくせん,Voxel Pirates,image,220,false,fantasy;voxel;pirate;sea;tone:voxel,ボクセルの海賊の入り江。キューブの帆船が波を切る、宝箱は脇、中央の砂浜ブロックは空ける,"Voxel art, blocky cubes, Minecraft-like pirate cove, EYE-LEVEL ground-level viewpoint, dynamic energetic composition with a big blocky cube sailing ship cutting through choppy cube waves on the left and a cube treasure chest and palm and rocks on the right, cube seagulls and splashing cube spray, a bright cube sky, a flat EMPTY open flat sand-block beach in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright adventurous blocky colors, no text or logos, 4:3 landscape"
voxeldragon,fantasy,ボクセルのドラゴンのたに,Voxel Dragon,image,240,false,fantasy;voxel;dragon;adventure;tone:voxel,ボクセルのドラゴンの谷。キューブの竜が空を旋回、岩山と滝は脇、中央のブロック広場は空ける,"Voxel art, blocky cubes, Minecraft-like dragon valley, EYE-LEVEL viewpoint, dynamic energetic composition with a big blocky cube dragon banking and swooping across the sky to the upper right breathing a cube fire trail, tall cube rock pillars and a cube waterfall on the sides, drifting cube clouds, a flat EMPTY open flat stone-block plaza in the foreground center kept completely empty and calm (do NOT draw any person or character there), bright bold blocky colors, no text or logos, 4:3 landscape"
